Price,Close,High,Low,Open,Volume
Ticker,PETR3.SA,PETR3.SA,PETR3.SA,PETR3.SA,PETR3.SA
Date,,,,,
2014-01-02,5.0080671310424805,5.112533743118302,4.979576181948993,5.084042794024815,9517100
2014-01-03,4.906766414642334,5.030227097630403,4.856115970924293,5.0143987584934,16304100
2014-01-06,4.966912746429443,4.966912746429443,4.8054645648842325,4.871943334426518,9944600
2014-01-07,4.811795711517334,5.027060355815609,4.811795711517334,4.985906803117386,9621000
2014-01-08,4.814961910247803,4.87827495832494,4.811796182368839,4.833955975621158,7033300
2014-01-09,4.685170650482178,4.837121984167861,4.666176582821236,4.821293644767152,9136300
2014-01-10,4.751649379730225,4.827625045698218,4.6693422573146695,4.713661546746229,8113500
2014-01-13,4.656680107116699,4.783306229593504,4.637686037794934,4.780140802956951,9433400
2014-01-14,4.637685775756836,4.682005067069838,4.621857737766917,4.647182960831355,7135700
2014-01-15,4.786470413208008,4.805464476399085,4.637684540895808,4.6661754847322285,9846000
2014-01-16,4.656680107116699,4.821294066336545,4.653514378579657,4.792803415204632,12732400
2014-01-17,4.625023365020752,4.7136619514950135,4.609195326343656,4.704164766008174,8775900
2014-01-20,4.5268874168396,4.653513515840531,4.498396469089282,4.621857142040516,4697500
2014-01-21,4.5427165031433105,4.555379115129684,4.545881929714541,4.549047658186256,6592400
2014-01-22,4.682005405426025,4.70733063032065,4.530054056058277,4.599698273568247,7607800
2014-01-23,4.574373245239258,4.723159174314037,4.574373245239258,4.666177264902312,7565300
2014-01-24,4.457242965698242,4.571206456186393,4.419255135535526,4.571206456186393,10283900
2014-01-27,4.438249111175537,4.514224769953612,4.406592435734456,4.4857338224367265,10320800
2014-01-28,4.438249111175537,4.564875209138997,4.4319176553271475,4.555378327266845,8814000
2014-01-29,4.3527750968933105,4.463573129210735,4.330615611189965,4.4445790686790465,14636600
2014-01-30,4.317953586578369,4.441413940017452,4.298959523487531,4.3844323545457184,8099800
2014-01-31,4.359107494354248,4.447745758249421,4.267303200801585,4.292628720957764,13717300
2014-02-03,4.147008419036865,4.3496101579501545,4.147008419036865,4.327450668231615,24463700
2014-02-04,4.200825214385986,4.238813046156188,4.128014977067762,4.178665419428031,9886400
2014-02-05,4.102688789367676,4.2609715354051625,4.033044296579075,4.200824224747085,11914400
2014-02-06,4.21032190322876,4.270469225290406,4.134346243182332,4.162836889274415,8809100
2014-02-07,4.2831315994262695,4.3116225458497945,4.184996452745708,4.229315434381928,10742900
2014-02-10,4.311622619628906,4.349610448210168,4.241978116279715,4.283131672717854,7093900
2014-02-11,4.441414833068848,4.479402664988485,4.317954454805138,4.34961083045461,8517500
2014-02-12,4.431917190551758,4.485733352017633,4.384432484270292,4.466739288364806,5850700
2014-02-13,4.343279838562012,4.390764554762795,4.279966782994147,4.378101943649222,7285800
2014-02-14,4.346445083618164,4.384433217274802,4.298960369398041,4.384433217274802,4408200
2014-02-17,4.264138698577881,4.359108438558105,4.248310358264431,4.343280098244654,2710100
2014-02-18,4.207156658172607,4.333782772784838,4.207156658172607,4.273635443819146,7206100
2014-02-19,4.241978168487549,4.241978168487549,4.15967135649871,4.191327729755823,8231700
2014-02-20,4.229315280914307,4.289462899381508,4.1818305731984395,4.184996300886273,5859800
2014-02-21,4.241978168487549,4.273634843645091,4.207156067334595,4.241978168487549,8196200
2014-02-24,4.317953586578369,4.349609955862579,4.181830323145133,4.245143363613944,5697500
2014-02-25,4.203990459442139,4.381267301963993,4.178665239353365,4.317954251742059,6285400
2014-02-26,4.083695888519287,4.22298491371401,4.083695888519287,4.22298491371401,12394100
2014-02-27,4.219818115234375,4.241977603754312,4.074197972316818,4.137511012302628,7375100
2014-02-28,4.112186908721924,4.254641362701346,4.1058557539608564,4.248310207940278,13885000
2014-03-05,4.023548603057861,4.166003056127164,4.023548603057861,4.156506173096002,11797400
2014-03-06,4.093193054199219,4.159671838208271,4.02354854192772,4.055205220751255,8343200
2014-03-07,4.020381927490234,4.175498955353545,4.0013881659031005,4.083694969281341,24028400
2014-03-10,3.950737476348877,4.03937603778392,3.900087042329081,4.014050820774022,17699700
2014-03-11,3.950737476348877,3.991891029465061,3.925412259338979,3.950737476348877,18238100
2014-03-12,3.9823949337005615,4.061536327934516,3.9254130332439665,3.9254130332439665,13211800
2014-03-13,3.9285783767700195,4.042542166523497,3.9000874293316508,4.010885491169658,7848900
2014-03-14,3.8304436206817627,3.9475728485008963,3.824112164199423,3.934910237436678,14971000
2014-03-17,3.8051180839538574,3.8905906260955176,3.8019523559744233,3.8620996780814854,11162700
2014-03-18,3.9159164428710938,3.957070007173759,3.8019529353486634,3.8304438877043916,17138200
2014-03-19,4.052037715911865,4.105853865176424,3.906417600590178,3.9095833274646417,11706600
2014-03-20,4.2514753341674805,4.289463163055372,4.014051177192833,4.036210668568997,20122000
2014-03-21,4.273634910583496,4.321119622163139,4.083695460464056,4.0931926443003315,18278300
2014-03-24,4.412923812866211,4.4319178794715715,4.254641031456512,4.330616995977507,15454200
2014-03-25,4.447746276855469,4.466740041811752,4.327451325164024,4.40026126066386,10139400
2014-03-26,4.362274169921875,4.495231754804735,4.35910874315838,4.473072257957758,9141600
2014-03-27,4.691501140594482,4.738986152070794,4.3939296699913655,4.3939296699913655,29252900
2014-03-28,4.751649379730225,4.764311990724891,4.596532319570458,4.6851705965331165,14432100
2014-03-31,4.735821723937988,4.780141019765263,4.6725086598279555,4.780141019765263,10726100
2014-04-01,4.764310836791992,4.773807717262699,4.653512790999002,4.735819893479487,12958400
2014-04-02,4.786470413208008,5.011231934483732,4.7579794693715876,4.761145196886832,19188900
2014-04-03,4.940116882324219,4.992636346600136,4.808817908593723,4.979506480531157,17920700
2014-04-04,4.890880107879639,5.041873738335773,4.887597875835494,4.989354269140723,13751200
2014-04-07,5.2027153968811035,5.225692588128664,4.949965040994924,4.9729422322424846,22397200
2014-04-08,5.055004119873047,5.393098785031358,4.963095039431926,5.278212199699387,25069500
2014-04-09,4.99920129776001,5.055003308762776,4.867902632483331,5.055003308762776,13790100
2014-04-10,4.979506969451904,5.061568718700563,4.926987500019279,4.972941879252461,7131100
2014-04-11,5.123934745788574,5.137064611187468,4.87774953477881,4.943399174813961,8331500
2014-04-14,5.041873931884766,5.166607832531698,5.009049418898146,5.153477964728902,5563100
2014-04-15,4.867903709411621,5.084546711566514,4.772712077766569,4.992637625539754,13831800
