Price,Close,High,Low,Open,Volume
Ticker,EGIE3.SA,EGIE3.SA,EGIE3.SA,EGIE3.SA,EGIE3.SA
Date,,,,,
2014-01-02,14.779128074645996,14.811503492942308,14.479661003271458,14.552504005957097,702875
2014-01-03,14.868158340454102,15.580404955494224,14.77103402132278,14.888392131385256,4576875
2014-01-06,14.584877014160156,14.957187991543735,14.418955314319474,14.779125632453924,988500
2014-01-07,14.467517852783203,14.722469765586247,14.435142440057296,14.617251362707822,765000
2014-01-08,14.435145378112793,14.544411332850235,14.28136527211513,14.491802120703213,739375
2014-01-09,14.338017463684082,14.479657837464005,14.16400264353246,14.386580098087737,774500
2014-01-10,14.447288513183594,14.560601052917642,14.184243372260466,14.325882840869879,1101625
2014-01-13,14.18018913269043,14.491797745906833,14.168048474717969,14.42704789166906,746000
2014-01-14,14.164008140563965,14.366350921031296,14.164008140563965,14.180195370032056,703000
2014-01-15,14.232799530029297,14.451330427128864,14.13567522289957,14.21256574159842,933000
2014-01-16,14.062832832336426,14.338019525451376,14.054739702002788,14.196379131303958,451000
2014-01-17,13.941428184509277,14.204474235971757,13.860491086343332,14.139724364469737,1246500
2014-01-20,13.900956153869629,14.095205719725012,13.79978528892405,13.803831853364972,160250
2014-01-21,14.002129554748535,13.977848235686405,13.977848235686405,13.977848235686405,610500
2014-01-22,13.989986419677734,14.24493829502379,13.941423790146672,13.941423790146672,900500
2014-01-23,13.62982177734375,14.103303751133934,13.617681114954628,13.965710863852413,965750
2014-01-24,13.62982177734375,13.896914420211653,13.581259127787256,13.581259127787256,1058000
2014-01-27,13.67838191986084,13.836208572299402,13.573163508337643,13.641959939369064,686500
2014-01-28,13.763365745544434,13.961661910867285,13.637912577255362,13.917145834769633,735375
2014-01-29,13.82002067565918,13.981894850186096,13.585303508533622,13.763364907543995,461375
2014-01-30,13.67838191986084,13.852396762415458,13.662193729744784,13.79978755665386,1607250
2014-01-31,13.961663246154785,14.0830688960531,13.601492862002555,13.601492862002555,1002625
2014-02-03,13.759319305419922,14.050692261048994,13.72694388934141,13.937380716889841,552000
2014-02-04,13.763365745544434,13.868584158362529,13.62577288178827,13.6500532375687,823750
2014-02-05,13.455801010131836,13.81192469961223,13.43151969598722,13.67837843666283,781250
2014-02-06,13.852394104003906,13.985940375332,13.520551707848332,13.573160903513704,634500
