Price,Close,High,Low,Open,Volume
Ticker,RAIL3.SA,RAIL3.SA,RAIL3.SA,RAIL3.SA,RAIL3.SA
Date,,,,,
2015-04-02,17.043987274169922,17.043987274169922,13.674826581474582,13.674826581474582,2668180
2015-04-06,17.24217414855957,18.33219705411093,16.94489603343109,17.44036081867733,1519710
2015-04-07,15.656686782836914,16.746708700203204,15.458501065590683,16.647615369068067,2354260
2015-04-08,15.458499908447266,16.053057960704457,15.359406584729742,15.953964636986933,1826330
2015-04-09,16.152151107788086,16.746709223115776,15.161222490615389,15.260314879820621,2230390
2015-04-10,16.548521041870117,16.548521041870117,16.05305636265302,16.152147786458237,2917270
2015-04-13,16.845800399780273,16.944893721317975,16.35033568213968,16.647613756704875,2744030
2015-04-14,16.845800399780273,16.944893721317975,16.35033568213968,16.845800399780273,1831440
2015-04-15,16.647615432739258,16.944895427281658,16.647615432739258,16.845802095767525,1709570
2015-04-16,16.845800399780273,17.14307847434547,16.449429003677377,16.746707078242576,1694260
2015-04-17,16.647615432739258,16.944895427281658,15.95396589223651,16.845802095767525,1691310
2015-04-20,16.152151107788086,16.746709223115776,15.854872995148312,16.64761588888647,1374180
2015-04-22,16.3503360748291,16.746707480451732,15.95396466920647,16.25124275091146,1087230
2015-04-23,14.764849662780762,16.449430624796218,14.764849662780762,16.449430624796218,2760360
2015-04-24,14.963034629821777,15.260312699997572,14.86394130974722,14.86394130974722,1052430
2015-04-27,13.97210693359375,15.161222196128014,13.77392026898466,15.161222196128014,2558170
2015-04-28,13.873013496398926,14.170292546040855,13.773920164843599,14.071199214485528,1225480
2015-04-29,12.58480453491211,13.873013081483212,12.287525494161237,13.773919752891581,5766540
2015-04-30,12.88208293914795,13.278454343881373,12.683897236781236,12.683897236781236,2009380
2015-05-04,13.476641654968262,13.873013079222144,13.179362614265841,13.278454997817303,1870450
2015-05-05,13.57573413848877,13.674827467793953,13.377548424902427,13.476641754207611,978210
2015-05-06,12.683897972106934,13.575734156971691,12.287525599370575,13.476641772555622,3653730
