Price,Close,High,Low,Open,Volume
Ticker,BRPR3.SA,BRPR3.SA,BRPR3.SA,BRPR3.SA,BRPR3.SA
Date,,,,,
2014-01-02,482.4053649902344,498.8570331032127,479.7518701333024,493.55004338934873,1459
2014-01-03,482.9361267089844,490.63126279390775,468.6072526198167,481.6093791081355,2500
2014-01-06,473.91424560546875,481.60938173232125,471.52609991092834,477.89448842970285,3541
2014-01-07,466.48443603515625,476.56771736014827,464.3616399667369,472.3221252233095,1836
2014-01-08,478.6905212402344,480.5479678304127,464.36164754457326,467.0151426733994,1193
2014-01-09,463.3002624511719,475.2409908648618,458.25862156539165,475.2409908648618,2763
2014-01-10,465.4230651855469,466.48446328175106,452.42093850704526,460.9121232766789,2378
2014-01-13,473.64886474609375,475.77166077856924,463.0348845837163,463.0348845837163,2369
2014-01-14,478.95587158203125,484.26286184886817,469.9339881284085,469.9339881284085,1397
2014-01-15,477.6291198730469,482.67076058281793,476.30237231784395,482.67076058281793,1224
2014-01-16,480.28265380859375,481.6094014710484,476.03706128873876,479.22125567863,1176
2014-01-17,480.28265380859375,482.9361491335031,469.13797344397443,480.2826538085937,1291
2014-01-20,482.14007568359375,482.14007568359375,474.1795901191976,477.62913386376925,793
2014-01-21,482.14007568359375,482.40542520240695,481.87472616478055,481.87472616478055,1554
2014-01-22,477.3637390136719,485.05887432851154,475.5062925583658,484.5281753412812,1430
2014-01-23,467.0151672363281,478.69054641723636,466.21911865581166,475.5063520951705,11123
2014-01-24,456.9318542480469,467.01513558453104,454.2783591594984,463.56559196941805,1232
2014-01-27,460.9120788574219,463.56557384220844,452.9515939030623,456.9318363802421,1901
2014-01-28,459.32000732421875,470.7300363911982,454.54371608687853,463.0349005088167,1151
2014-01-29,456.4012145996094,463.034953183906,448.1753787550815,455.07446688275,1008
2014-01-30,455.33978271484375,465.6884141401811,451.0941903352182,452.9516370013044,1419
2014-01-31,448.9714050292969,457.46258999438993,443.39906489595455,452.42094892136595,1260
2014-02-03,434.6424865722656,450.29810727297604,432.7850400484526,446.84856372875174,2214
2014-02-04,436.4999694824219,449.76744575848335,429.3355322933487,432.78507612512465,1579
2014-02-05,434.6424865722656,442.6029716743218,428.00874898721884,432.2543410416488,1600
2014-02-06,439.1534423828125,455.6051121276671,434.64250067857813,438.09204433475736,1147
2014-02-07,445.2564697265625,450.0327608201728,435.4385380341413,442.6029746745568,872
2014-02-10,439.4187927246094,445.787181024966,438.09204516203505,441.8069383372431,955
2014-02-11,471.5261535644531,472.85290132349775,440.7456055546183,442.6030524172807,2221
2014-02-12,455.6051025390625,470.7300244055311,449.2367143847599,467.8111798348091,1502
2014-02-13,453.2169494628906,453.7476484669455,439.6841248594905,451.8902019527534,2306
